"prix","produits","régions","Unit","Date","Value"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2019M8","550"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2019M9","450"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2019M10","350"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2019M11","400"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2019M12","350"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M1","407.142857142857"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M2","366.666666666667"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M3","361.111111111111"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M4","361.111111111111"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M7","700"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M8","550"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M9","437.5"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M10","400"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M11","450"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2020M12","350"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M1","450"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M2","385"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M3","405.555555555556"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M4","453.571428571429"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M5","430"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M6","533.333333333333"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M8","450"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M9","503"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M10","500"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2021M12","425"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M1","425"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M2","425"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M3","400"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M4","605"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M5","700"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M6","725"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M7","725"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M8","800"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M9","700"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M10","850"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M11","700"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2022M12","693.75"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M1","800"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M2","818.75"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M3","837.5"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M4","775"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M5","950"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M6","975"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M7","937.5"
"Prix au producteur","Arachide décortiquée","TAMBACOUNDA","FCFA/kg","2023M8","837.5"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M2","425"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M3","440.625"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M4","590"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M5","680.769230769231"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M6","709.615384615385"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M7","734.615384615385"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M8","772.5"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M9","783"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M10","757.692307692308"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M11","706.25"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2016M12","422.916666666667"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M1","473.076923076923"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M2","552.916666666667"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M3","550"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M4","608.333333333333"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M5","583.333333333333"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M6","525"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M7","663.636363636364"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M8","561.538461538462"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M9","579.166666666667"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M10","596.153846153846"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M11","457.692307692308"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2017M12","403.846153846154"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M1","436.363636363636"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M2","390.909090909091"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M3","367.857142857143"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M4","419.230769230769"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M5","498.611111111111"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M6","590"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M7","540"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M8","546.428571428571"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M9","578.571428571429"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M10","550"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M11","504.166666666667"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2018M12","445.454545454545"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M1","435"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M2","440.5"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M3","420"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M4","550"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M5","532.142857142857"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M6","548.076923076923"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M7","584.615384615385"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M8","299.705882352941"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M9","567.5"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M10","570"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M11","483.333333333333"
"Prix au producteur","Arachide décortiquée","THIES","FCFA/kg","2019M12","503.571428571429"
